Country,Region,Code,Date,Sex,Age,AgeInt,Cases,Deaths,Tests
Egypt,Rural,EG,2022-09-01,m,80,10,18101,361,40451
Afghanistan,All,AF,2022-10-01,m,80,10,11186,60,40487
Brazil,All,AF,2022-10-01,m,80,10,236,291,17678
Canada,All,AF,2022-10-01,m,80,10,18425,155,46812
Denmark,All,AF,2022-10-01,m,80,10,18333,243,43866
Egypt,All,AF,2022-10-01,m,80,10,9353,498,3207
Afghanistan,Urban,AF,2022-10-01,m,80,10,14848,463,12606
Brazil,Urban,AF,2022-10-01,m,80,10,16593,63,37383
Canada,Urban,AF,2022-10-01,m,80,10,9490,456,30271
Denmark,Urban,AF,2022-10-01,m,80,10,2813,5,20185
Egypt,Urban,AF,2022-10-01,m,80,10,6434,108,49280
Afghanistan,Rural,AF,2022-10-01,m,80,10,14352,386,29204
Brazil,Rural,AF,2022-10-01,m,80,10,919,43,12163
Canada,Rural,AF,2022-10-01,m,80,10,3472,197,19091
Denmark,Rural,AF,2022-10-01,m,80,10,814,195,48872
Egypt,Rural,AF,2022-10-01,m,80,10,13514,227,45181
Afghanistan,All,BR,2022-10-01,m,80,10,6574,42,32826
Brazil,All,BR,2022-10-01,m,80,10,7938,493,8593
Canada,All,BR,2022-10-01,m,80,10,13629,420,36234
Denmark,All,BR,2022-10-01,m,80,10,18061,466,22715
Egypt,All,BR,2022-10-01,m,80,10,6534,335,22883
Afghanistan,Urban,BR,2022-10-01,m,80,10,233,72,26641
Brazil,Urban,BR,2022-10-01,m,80,10,14179,70,10500
Canada,Urban,BR,2022-10-01,m,80,10,4039,421,31399
Denmark,Urban,BR,2022-10-01,m,80,10,14786,71,18451
Egypt,Urban,BR,2022-10-01,m,80,10,2834,108,5366
Afghanistan,Rural,BR,2022-10-01,m,80,10,7436,429,18724
Brazil,Rural,BR,2022-10-01,m,80,10,7544,355,703
Canada,Rural,BR,2022-10-01,m,80,10,1053,270,22337
Denmark,Rural,BR,2022-10-01,m,80,10,8130,427,44309
Egypt,Rural,BR,2022-10-01,m,80,10,1905,286,38180
Afghanistan,All,CA,2022-10-01,m,80,10,11897,72,16336
Brazil,All,CA,2022-10-01,m,80,10,12230,217,18755
Canada,All,CA,2022-10-01,m,80,10,16969,447,10648
Denmark,All,CA,2022-10-01,m,80,10,16026,315,19065
Egypt,All,CA,2022-10-01,m,80,10,7925,86,41567
Afghanistan,Urban,CA,2022-10-01,m,80,10,8936,291,11939
Brazil,Urban,CA,2022-10-01,m,80,10,8687,401,26670
Canada,Urban,CA,2022-10-01,m,80,10,13957,387,16188
Denmark,Urban,CA,2022-10-01,m,80,10,19940,422,21763
Egypt,Urban,CA,2022-10-01,m,80,10,72,128,32201
Afghanistan,Rural,CA,2022-10-01,m,80,10,16674,299,45560
Brazil,Rural,CA,2022-10-01,m,80,10,17134,208,38862
Canada,Rural,CA,2022-10-01,m,80,10,12884,175,46484
Denmark,Rural,CA,2022-10-01,m,80,10,4059,426,15256
Egypt,Rural,CA,2022-10-01,m,80,10,18269,384,22761
Afghanistan,All,DK,2022-10-01,m,80,10,14337,105,28451
Brazil,All,DK,2022-10-01,m,80,10,10430,488,1099
Canada,All,DK,2022-10-01,m,80,10,9747,309,20305
Denmark,All,DK,2022-10-01,m,80,10,15098,170,23369
Egypt,All,DK,2022-10-01,m,80,10,8485,252,31202
Afghanistan,Urban,DK,2022-10-01,m,80,10,8037,102,14632
Brazil,Urban,DK,2022-10-01,m,80,10,2763,455,24876
Canada,Urban,DK,2022-10-01,m,80,10,13010,185,37042
Denmark,Urban,DK,2022-10-01,m,80,10,10729,337,29609
Egypt,Urban,DK,2022-10-01,m,80,10,9677,395,13136
Afghanistan,Rural,DK,2022-10-01,m,80,10,14738,227,38572
Brazil,Rural,DK,2022-10-01,m,80,10,15710,161,476
Canada,Rural,DK,2022-10-01,m,80,10,9109,312,385
Denmark,Rural,DK,2022-10-01,m,80,10,635,88,2394
Egypt,Rural,DK,2022-10-01,m,80,10,7554,228,44595
Afghanistan,All,EG,2022-10-01,m,80,10,12501,395,22688
Brazil,All,EG,2022-10-01,m,80,10,18477,437,49785
Canada,All,EG,2022-10-01,m,80,10,1550,70,26904
Denmark,All,EG,2022-10-01,m,80,10,7400,20,6516
Egypt,All,EG,2022-10-01,m,80,10,6191,19,24374
Afghanistan,Urban,EG,2022-10-01,m,80,10,9277,224,20791
Brazil,Urban,EG,2022-10-01,m,80,10,12476,347,23741
Canada,Urban,EG,2022-10-01,m,80,10,7143,278,999
Denmark,Urban,EG,2022-10-01,m,80,10,18511,373,35929
Egypt,Urban,EG,2022-10-01,m,80,10,5810,370,4571
Afghanistan,Rural,EG,2022-10-01,m,80,10,13274,321,38835
Brazil,Rural,EG,2022-10-01,m,80,10,4711,499,24691
Canada,Rural,EG,2022-10-01,m,80,10,4588,203,30318
Denmark,Rural,EG,2022-10-01,m,80,10,9323,363,28971
Egypt,Rural,EG,2022-10-01,m,80,10,10695,127,38308
Afghanistan,All,AF,2022-11-01,m,80,10,17617,294,15930
Brazil,All,AF,2022-11-01,m,80,10,14510,425,40029
Canada,All,AF,2022-11-01,m,80,10,4798,469,37400
Denmark,All,AF,2022-11-01,m,80,10,6817,95,49600
Egypt,All,AF,2022-11-01,m,80,10,7273,279,41301
Afghanistan,Urban,AF,2022-11-01,m,80,10,6199,151,27709
Brazil,Urban,AF,2022-11-01,m,80,10,2348,259,19542
Canada,Urban,AF,2022-11-01,m,80,10,3485,368,44546
Denmark,Urban,AF,2022-11-01,m,80,10,8718,348,29460
Egypt,Urban,AF,2022-11-01,m,80,10,4878,114,5393
Afghanistan,Rural,AF,2022-11-01,m,80,10,17881,164,43624
Brazil,Rural,AF,2022-11-01,m,80,10,16588,127,17734
Canada,Rural,AF,2022-11-01,m,80,10,4468,150,38728
Denmark,Rural,AF,2022-11-01,m,80,10,2738,6,28788
Egypt,Rural,AF,2022-11-01,m,80,10,147,198,1271
Afghanistan,All,BR,2022-11-01,m,80,10,10177,212,16823
Brazil,All,BR,2022-11-01,m,80,10,11923,188,28260
Canada,All,BR,2022-11-01,m,80,10,1488,95,39584
Denmark,All,BR,2022-11-01,m,80,10,15913,302,23385
Egypt,All,BR,2022-11-01,m,80,10,3082,364,24290
Afghanistan,Urban,BR,2022-11-01,m,80,10,6295,239,35909
Brazil,Urban,BR,2022-11-01,m,80,10,17108,106,14507
Canada,Urban,BR,2022-11-01,m,80,10,15677,268,34450
Denmark,Urban,BR,2022-11-01,m,80,10,12842,47,46774
Egypt,Urban,BR,2022-11-01,m,80,10,8051,140,47795
Afghanistan,Rural,BR,2022-11-01,m,80,10,18820,5,24567
Brazil,Rural,BR,2022-11-01,m,80,10,11747,225,6894
Canada,Rural,BR,2022-11-01,m,80,10,1363,150,8442
Denmark,Rural,BR,2022-11-01,m,80,10,18862,83,47623
Egypt,Rural,BR,2022-11-01,m,80,10,13694,431,2559
Afghanistan,All,CA,2022-11-01,m,80,10,19386,305,47549
Brazil,All,CA,2022-11-01,m,80,10,1006,469,43033
Canada,All,CA,2022-11-01,m,80,10,15695,426,23205
Denmark,All,CA,2022-11-01,m,80,10,8139,65,34177
Egypt,All,CA,2022-11-01,m,80,10,8383,4,36282
Afghanistan,Urban,CA,2022-11-01,m,80,10,19929,12,5552
Brazil,Urban,CA,2022-11-01,m,80,10,19904,219,26352
Canada,Urban,CA,2022-11-01,m,80,10,10371,29,2937
Denmark,Urban,CA,2022-11-01,m,80,10,8573,147,41019
Egypt,Urban,CA,2022-11-01,m,80,10,16795,438,6245
Afghanistan,Rural,CA,2022-11-01,m,80,10,5177,43,14309
Brazil,Rural,CA,2022-11-01,m,80,10,1016,85,21771
Canada,Rural,CA,2022-11-01,m,80,10,3696,386,2563
Denmark,Rural,CA,2022-11-01,m,80,10,1121,378,29025
Egypt,Rural,CA,2022-11-01,m,80,10,12929,176,37417
Afghanistan,All,DK,2022-11-01,m,80,10,11844,8,27279
Brazil,All,DK,2022-11-01,m,80,10,14927,239,49274
Canada,All,DK,2022-11-01,m,80,10,14434,460,9092
Denmark,All,DK,2022-11-01,m,80,10,349,432,11023
Egypt,All,DK,2022-11-01,m,80,10,10219,421,19795
Afghanistan,Urban,DK,2022-11-01,m,80,10,11218,186,12131
Brazil,Urban,DK,2022-11-01,m,80,10,15634,65,25101
Canada,Urban,DK,2022-11-01,m,80,10,9150,200,14604
Denmark,Urban,DK,2022-11-01,m,80,10,2629,177,12928
Egypt,Urban,DK,2022-11-01,m,80,10,13765,31,48945
Afghanistan,Rural,DK,2022-11-01,m,80,10,16666,293,19861
Brazil,Rural,DK,2022-11-01,m,80,10,3426,473,8108
Canada,Rural,DK,2022-11-01,m,80,10,18044,353,9417
Denmark,Rural,DK,2022-11-01,m,80,10,7221,309,48469
Egypt,Rural,DK,2022-11-01,m,80,10,5656,121,26445
Afghanistan,All,EG,2022-11-01,m,80,10,8721,221,41971
Brazil,All,EG,2022-11-01,m,80,10,8082,331,35020
Canada,All,EG,2022-11-01,m,80,10,5430,95,37729
Denmark,All,EG,2022-11-01,m,80,10,9742,442,39742
Egypt,All,EG,2022-11-01,m,80,10,9600,310,11540
Afghanistan,Urban,EG,2022-11-01,m,80,10,17332,76,30556
Brazil,Urban,EG,2022-11-01,m,80,10,18192,233,39037
Canada,Urban,EG,2022-11-01,m,80,10,8431,327,29545
Denmark,Urban,EG,2022-11-01,m,80,10,2354,134,48163
Egypt,Urban,EG,2022-11-01,m,80,10,4136,116,2124
Afghanistan,Rural,EG,2022-11-01,m,80,10,205,342,46788
Brazil,Rural,EG,2022-11-01,m,80,10,147,133,49922
Canada,Rural,EG,2022-11-01,m,80,10,5398,408,12686
Denmark,Rural,EG,2022-11-01,m,80,10,15503,416,23511
Egypt,Rural,EG,2022-11-01,m,80,10,591,170,7348
Afghanistan,All,AF,2022-12-01,m,80,10,14498,372,8348
Brazil,All,AF,2022-12-01,m,80,10,3303,320,36958
Canada,All,AF,2022-12-01,m,80,10,18862,176,12010
Denmark,All,AF,2022-12-01,m,80,10,3996,356,5405
Egypt,All,AF,2022-12-01,m,80,10,2346,488,23827
Afghanistan,Urban,AF,2022-12-01,m,80,10,13743,446,18517
Brazil,Urban,AF,2022-12-01,m,80,10,221,476,10454
Canada,Urban,AF,2022-12-01,m,80,10,9770,244,29008
Denmark,Urban,AF,2022-12-01,m,80,10,5231,437,48517
Egypt,Urban,AF,2022-12-01,m,80,10,18369,91,12988
Afghanistan,Rural,AF,2022-12-01,m,80,10,1834,83,42412
Brazil,Rural,AF,2022-12-01,m,80,10,8908,243,44507
Canada,Rural,AF,2022-12-01,m,80,10,14160,335,42535
Denmark,Rural,AF,2022-12-01,m,80,10,2956,480,49919
Egypt,Rural,AF,2022-12-01,m,80,10,3912,460,35688
Afghanistan,All,BR,2022-12-01,m,80,10,3852,480,9131
Brazil,All,BR,2022-12-01,m,80,10,4714,406,37798
Canada,All,BR,2022-12-01,m,80,10,3888,376,285
Denmark,All,BR,2022-12-01,m,80,10,16895,156,4304
Egypt,All,BR,2022-12-01,m,80,10,17265,286,13669
Afghanistan,Urban,BR,2022-12-01,m,80,10,11310,79,15201
Brazil,Urban,BR,2022-12-01,m,80,10,2429,100,49334
Canada,Urban,BR,2022-12-01,m,80,10,18617,316,18260
Denmark,Urban,BR,2022-12-01,m,80,10,10625,205,7464
Egypt,Urban,BR,2022-12-01,m,80,10,9895,260,20086
Afghanistan,Rural,BR,2022-12-01,m,80,10,12106,158,28180
Brazil,Rural,BR,2022-12-01,m,80,10,15808,318,8555
Canada,Rural,BR,2022-12-01,m,80,10,10968,95,20846
Denmark,Rural,BR,2022-12-01,m,80,10,11146,498,13999
Egypt,Rural,BR,2022-12-01,m,80,10,14601,324,42142
Afghanistan,All,CA,2022-12-01,m,80,10,14904,80,48694
Brazil,All,CA,2022-12-01,m,80,10,8985,203,49217
Canada,All,CA,2022-12-01,m,80,10,10059,153,1636
Denmark,All,CA,2022-12-01,m,80,10,14559,484,38970
Egypt,All,CA,2022-12-01,m,80,10,17791,331,25887
Afghanistan,Urban,CA,2022-12-01,m,80,10,18591,216,22221
Brazil,Urban,CA,2022-12-01,m,80,10,12610,15,1831
Canada,Urban,CA,2022-12-01,m,80,10,7317,482,9617
Denmark,Urban,CA,2022-12-01,m,80,10,8660,31,6957
Egypt,Urban,CA,2022-12-01,m,80,10,9803,15,14018
Afghanistan,Rural,CA,2022-12-01,m,80,10,9157,471,9513
Brazil,Rural,CA,2022-12-01,m,80,10,15230,42,47664
Canada,Rural,CA,2022-12-01,m,80,10,19479,268,4279
Denmark,Rural,CA,2022-12-01,m,80,10,17040,200,12484
Egypt,Rural,CA,2022-12-01,m,80,10,7016,55,7268
Afghanistan,All,DK,2022-12-01,m,80,10,16707,260,14278
Brazil,All,DK,2022-12-01,m,80,10,679,163,9771
Canada,All,DK,2022-12-01,m,80,10,435,490,32240
Denmark,All,DK,2022-12-01,m,80,10,13227,169,4424
Egypt,All,DK,2022-12-01,m,80,10,4081,249,30570
Afghanistan,Urban,DK,2022-12-01,m,80,10,8327,447,17521
Brazil,Urban,DK,2022-12-01,m,80,10,16773,269,38027
Canada,Urban,DK,2022-12-01,m,80,10,11607,381,32110
Denmark,Urban,DK,2022-12-01,m,80,10,11008,334,48515
Egypt,Urban,DK,2022-12-01,m,80,10,16021,383,13543
Afghanistan,Rural,DK,2022-12-01,m,80,10,12407,482,5944
Brazil,Rural,DK,2022-12-01,m,80,10,2520,206,7196
Canada,Rural,DK,2022-12-01,m,80,10,6194,445,48670
Denmark,Rural,DK,2022-12-01,m,80,10,11625,136,35770
Egypt,Rural,DK,2022-12-01,m,80,10,6341,368,4049
Afghanistan,All,EG,2022-12-01,m,80,10,15013,89,34728
Brazil,All,EG,2022-12-01,m,80,10,3111,477,19952
Canada,All,EG,2022-12-01,m,80,10,9780,40,9562
Denmark,All,EG,2022-12-01,m,80,10,8657,492,25150
Egypt,All,EG,2022-12-01,m,80,10,10938,396,29537
Afghanistan,Urban,EG,2022-12-01,m,80,10,15380,268,19039
Brazil,Urban,EG,2022-12-01,m,80,10,18768,385,26863
Canada,Urban,EG,2022-12-01,m,80,10,9680,222,41584
Denmark,Urban,EG,2022-12-01,m,80,10,15386,389,22383
Egypt,Urban,EG,2022-12-01,m,80,10,11119,35,19109
Afghanistan,Rural,EG,2022-12-01,m,80,10,3049,233,18190
Brazil,Rural,EG,2022-12-01,m,80,10,12993,418,20031
Canada,Rural,EG,2022-12-01,m,80,10,16396,490,6600
Denmark,Rural,EG,2022-12-01,m,80,10,10440,234,32912
Egypt,Rural,EG,2022-12-01,m,80,10,18171,285,34053
Afghanistan,All,AF,2022-01-01,f,80,10,7536,197,24567
Brazil,All,AF,2022-01-01,f,80,10,15330,158,6791
Canada,All,AF,2022-01-01,f,80,10,15736,159,41079
Denmark,All,AF,2022-01-01,f,80,10,17170,334,48055
Egypt,All,AF,2022-01-01,f,80,10,18815,411,25287
Afghanistan,Urban,AF,2022-01-01,f,80,10,10698,107,29062
Brazil,Urban,AF,2022-01-01,f,80,10,2074,15,20303
Canada,Urban,AF,2022-01-01,f,80,10,4091,224,27009
Denmark,Urban,AF,2022-01-01,f,80,10,12553,285,35950
Egypt,Urban,AF,2022-01-01,f,80,10,17691,433,18568
Afghanistan,Rural,AF,2022-01-01,f,80,10,15113,239,17305
Brazil,Rural,AF,2022-01-01,f,80,10,11112,21,21094
Canada,Rural,AF,2022-01-01,f,80,10,3938,142,27167
Denmark,Rural,AF,2022-01-01,f,80,10,19010,193,27186
Egypt,Rural,AF,2022-01-01,f,80,10,4072,232,47799
Afghanistan,All,BR,2022-01-01,f,80,10,8367,30,34659
Brazil,All,BR,2022-01-01,f,80,10,5962,338,3978
Canada,All,BR,2022-01-01,f,80,10,8488,308,18373
Denmark,All,BR,2022-01-01,f,80,10,11273,240,19070
Egypt,All,BR,2022-01-01,f,80,10,3760,311,42999
Afghanistan,Urban,BR,2022-01-01,f,80,10,8754,260,41907
Brazil,Urban,BR,2022-01-01,f,80,10,7402,341,28026
Canada,Urban,BR,2022-01-01,f,80,10,16675,267,34373
Denmark,Urban,BR,2022-01-01,f,80,10,18115,173,27347
Egypt,Urban,BR,2022-01-01,f,80,10,7965,48,38238
Afghanistan,Rural,BR,2022-01-01,f,80,10,15394,92,6436
Brazil,Rural,BR,2022-01-01,f,80,10,2512,229,37076
Canada,Rural,BR,2022-01-01,f,80,10,5445,4,12983
Denmark,Rural,BR,2022-01-01,f,80,10,8657,372,27236
Egypt,Rural,BR,2022-01-01,f,80,10,1900,425,29751
Afghanistan,All,CA,2022-01-01,f,80,10,12992,465,14592
Brazil,All,CA,2022-01-01,f,80,10,19827,451,9809
Canada,All,CA,2022-01-01,f,80,10,10717,57,10843
Denmark,All,CA,2022-01-01,f,80,10,1416,438,31051
Egypt,All,CA,2022-01-01,f,80,10,18280,484,27249
Afghanistan,Urban,CA,2022-01-01,f,80,10,2338,154,24211
Brazil,Urban,CA,2022-01-01,f,80,10,11000,138,48550
Canada,Urban,CA,2022-01-01,f,80,10,4190,429,19032
Denmark,Urban,CA,2022-01-01,f,80,10,19412,147,21387
Egypt,Urban,CA,2022-01-01,f,80,10,5144,269,4485
Afghanistan,Rural,CA,2022-01-01,f,80,10,19202,15,19008
Brazil,Rural,CA,2022-01-01,f,80,10,7236,57,26988
Canada,Rural,CA,2022-01-01,f,80,10,15285,377,7686
Denmark,Rural,CA,2022-01-01,f,80,10,8327,437,45571
Egypt,Rural,CA,2022-01-01,f,80,10,8923,16,8598
Afghanistan,All,DK,2022-01-01,f,80,10,860,433,35143
Brazil,All,DK,2022-01-01,f,80,10,3657,269,26784
Canada,All,DK,2022-01-01,f,80,10,14318,97,818
Denmark,All,DK,2022-01-01,f,80,10,5823,338,25096
Egypt,All,DK,2022-01-01,f,80,10,17980,435,37203
Afghanistan,Urban,DK,2022-01-01,f,80,10,621,434,4604
Brazil,Urban,DK,2022-01-01,f,80,10,8282,126,41569
Canada,Urban,DK,2022-01-01,f,80,10,6957,388,47861
Denmark,Urban,DK,2022-01-01,f,80,10,9324,398,19374
Egypt,Urban,DK,2022-01-01,f,80,10,1661,334,11145
Afghanistan,Rural,DK,2022-01-01,f,80,10,4235,489,35877
Brazil,Rural,DK,2022-01-01,f,80,10,9494,404,19986
Canada,Rural,DK,2022-01-01,f,80,10,939,15,1502
Denmark,Rural,DK,2022-01-01,f,80,10,13603,236,39282
Egypt,Rural,DK,2022-01-01,f,80,10,10634,288,9509
Afghanistan,All,EG,2022-01-01,f,80,10,11617,258,4800
Brazil,All,EG,2022-01-01,f,80,10,16541,316,35833
Canada,All,EG,2022-01-01,f,80,10,8431,390,46013
Denmark,All,EG,2022-01-01,f,80,10,4371,251,23611
Egypt,All,EG,2022-01-01,f,80,10,12777,386,5966
Afghanistan,Urban,EG,2022-01-01,f,80,10,13442,365,44704
Brazil,Urban,EG,2022-01-01,f,80,10,13568,255,8656
Canada,Urban,EG,2022-01-01,f,80,10,4471,485,19466
Denmark,Urban,EG,2022-01-01,f,80,10,16242,144,42414
Egypt,Urban,EG,2022-01-01,f,80,10,3251,333,24972
Afghanistan,Rural,EG,2022-01-01,f,80,10,16212,358,35369
Brazil,Rural,EG,2022-01-01,f,80,10,17861,342,2842
Canada,Rural,EG,2022-01-01,f,80,10,16614,496,43615
Denmark,Rural,EG,2022-01-01,f,80,10,10959,392,41716
Egypt,Rural,EG,2022-01-01,f,80,10,9673,190,5329
Afghanistan,All,AF,2022-02-01,f,80,10,19197,178,42327
Brazil,All,AF,2022-02-01,f,80,10,19551,384,22147
Canada,All,AF,2022-02-01,f,80,10,16047,8,1887
Denmark,All,AF,2022-02-01,f,80,10,12260,94,15822
Egypt,All,AF,2022-02-01,f,80,10,19899,480,36277
Afghanistan,Urban,AF,2022-02-01,f,80,10,3799,428,5984
Brazil,Urban,AF,2022-02-01,f,80,10,4638,290,32011
Canada,Urban,AF,2022-02-01,f,80,10,19736,447,6803
Denmark,Urban,AF,2022-02-01,f,80,10,12017,436,43434
Egypt,Urban,AF,2022-02-01,f,80,10,4143,499,10368
Afghanistan,Rural,AF,2022-02-01,f,80,10,355,160,37242
Brazil,Rural,AF,2022-02-01,f,80,10,5177,441,43326
Canada,Rural,AF,2022-02-01,f,80,10,16209,204,408
Denmark,Rural,AF,2022-02-01,f,80,10,3044,145,1728
Egypt,Rural,AF,2022-02-01,f,80,10,8227,393,45890
Afghanistan,All,BR,2022-02-01,f,80,10,7642,472,26416
Brazil,All,BR,2022-02-01,f,80,10,16700,286,49539
Canada,All,BR,2022-02-01,f,80,10,8206,95,24196
Denmark,All,BR,2022-02-01,f,80,10,13689,32,10789
Egypt,All,BR,2022-02-01,f,80,10,7280,487,17272
Afghanistan,Urban,BR,2022-02-01,f,80,10,4970,381,2714
Brazil,Urban,BR,2022-02-01,f,80,10,15181,496,1849
Canada,Urban,BR,2022-02-01,f,80,10,5223,303,16736
Denmark,Urban,BR,2022-02-01,f,80,10,16636,425,37846
Egypt,Urban,BR,2022-02-01,f,80,10,8013,408,4731
Afghanistan,Rural,BR,2022-02-01,f,80,10,7736,316,3087
Brazil,Rural,BR,2022-02-01,f,80,10,4620,306,38446
Canada,Rural,BR,2022-02-01,f,80,10,5205,44,10057
Denmark,Rural,BR,2022-02-01,f,80,10,13050,3,9256
Egypt,Rural,BR,2022-02-01,f,80,10,11446,360,30145
Afghanistan,All,CA,2022-02-01,f,80,10,18026,166,41271
Brazil,All,CA,2022-02-01,f,80,10,19597,11,8298
Canada,All,CA,2022-02-01,f,80,10,15328,379,42398
Denmark,All,CA,2022-02-01,f,80,10,653,324,27830
Egypt,All,CA,2022-02-01,f,80,10,12878,500,15141
Afghanistan,Urban,CA,2022-02-01,f,80,10,18807,288,12664
Brazil,Urban,CA,2022-02-01,f,80,10,19455,16,25198
Canada,Urban,CA,2022-02-01,f,80,10,11143,106,17207
Denmark,Urban,CA,2022-02-01,f,80,10,11365,455,21487
Egypt,Urban,CA,2022-02-01,f,80,10,18077,78,1853
Afghanistan,Rural,CA,2022-02-01,f,80,10,4307,254,16789
Brazil,Rural,CA,2022-02-01,f,80,10,6806,495,30855
Canada,Rural,CA,2022-02-01,f,80,10,17264,341,29529
Denmark,Rural,CA,2022-02-01,f,80,10,1497,409,4922
Egypt,Rural,CA,2022-02-01,f,80,10,5517,4,26392
Afghanistan,All,DK,2022-02-01,f,80,10,7826,199,1294
Brazil,All,DK,2022-02-01,f,80,10,1537,301,39812
Canada,All,DK,2022-02-01,f,80,10,8022,183,24733
Denmark,All,DK,2022-02-01,f,80,10,3057,383,16198
Egypt,All,DK,2022-02-01,f,80,10,12207,12,5213
Afghanistan,Urban,DK,2022-02-01,f,80,10,3824,439,47649
Brazil,Urban,DK,2022-02-01,f,80,10,5451,431,16331
Canada,Urban,DK,2022-02-01,f,80,10,19582,275,1307
Denmark,Urban,DK,2022-02-01,f,80,10,6828,107,43093
Egypt,Urban,DK,2022-02-01,f,80,10,8422,141,32868
Afghanistan,Rural,DK,2022-02-01,f,80,10,16714,378,13790
Brazil,Rural,DK,2022-02-01,f,80,10,10336,422,39767
Canada,Rural,DK,2022-02-01,f,80,10,2054,128,46868
Denmark,Rural,DK,2022-02-01,f,80,10,8687,440,3859
Egypt,Rural,DK,2022-02-01,f,80,10,10493,334,13204
Afghanistan,All,EG,2022-02-01,f,80,10,12257,157,577
Brazil,All,EG,2022-02-01,f,80,10,10934,379,33886
Canada,All,EG,2022-02-01,f,80,10,18502,462,15643
Denmark,All,EG,2022-02-01,f,80,10,15041,412,24377
Egypt,All,EG,2022-02-01,f,80,10,5847,71,13863
Afghanistan,Urban,EG,2022-02-01,f,80,10,7374,25,49009
Brazil,Urban,EG,2022-02-01,f,80,10,2421,306,14860
Canada,Urban,EG,2022-02-01,f,80,10,14463,37,29899
Denmark,Urban,EG,2022-02-01,f,80,10,10079,222,11082
Egypt,Urban,EG,2022-02-01,f,80,10,10253,395,44781
Afghanistan,Rural,EG,2022-02-01,f,80,10,3194,13,10661
Brazil,Rural,EG,2022-02-01,f,80,10,12942,483,32045
Canada,Rural,EG,2022-02-01,f,80,10,2276,156,24953
Denmark,Rural,EG,2022-02-01,f,80,10,17306,243,40781
Egypt,Rural,EG,2022-02-01,f,80,10,840,252,43859
Afghanistan,All,AF,2022-03-01,f,80,10,10580,190,8318
Brazil,All,AF,2022-03-01,f,80,10,16078,318,4382
Canada,All,AF,2022-03-01,f,80,10,28,466,13522
Denmark,All,AF,2022-03-01,f,80,10,10838,259,3663
Egypt,All,AF,2022-03-01,f,80,10,3778,21,5790
Afghanistan,Urban,AF,2022-03-01,f,80,10,14710,54,47985
Brazil,Urban,AF,2022-03-01,f,80,10,2764,267,29643
Canada,Urban,AF,2022-03-01,f,80,10,4368,1,27993
Denmark,Urban,AF,2022-03-01,f,80,10,16815,279,31445
Egypt,Urban,AF,2022-03-01,f,80,10,11952,164,48366
Afghanistan,Rural,AF,2022-03-01,f,80,10,19345,260,43951
Brazil,Rural,AF,2022-03-01,f,80,10,6036,432,29015
Canada,Rural,AF,2022-03-01,f,80,10,390,498,48898
Denmark,Rural,AF,2022-03-01,f,80,10,9174,35,35182
Egypt,Rural,AF,2022-03-01,f,80,10,11426,475,37888
Afghanistan,All,BR,2022-03-01,f,80,10,3291,316,13531
Brazil,All,BR,2022-03-01,f,80,10,16476,266,5797
Canada,All,BR,2022-03-01,f,80,10,17733,493,14656
Denmark,All,BR,2022-03-01,f,80,10,16912,338,22717
Egypt,All,BR,2022-03-01,f,80,10,3638,448,45926
Afghanistan,Urban,BR,2022-03-01,f,80,10,17361,437,20946
Brazil,Urban,BR,2022-03-01,f,80,10,7754,310,36070
Canada,Urban,BR,2022-03-01,f,80,10,13411,276,30173
Denmark,Urban,BR,2022-03-01,f,80,10,1541,135,30774
Egypt,Urban,BR,2022-03-01,f,80,10,13728,460,1501
Afghanistan,Rural,BR,2022-03-01,f,80,10,15523,160,40826
Brazil,Rural,BR,2022-03-01,f,80,10,3157,47,7594
Canada,Rural,BR,2022-03-01,f,80,10,16810,217,31286
Denmark,Rural,BR,2022-03-01,f,80,10,1688,128,7529
Egypt,Rural,BR,2022-03-01,f,80,10,3515,159,42425
Afghanistan,All,CA,2022-03-01,f,80,10,2168,414,4172
Brazil,All,CA,2022-03-01,f,80,10,10086,238,43791
Canada,All,CA,2022-03-01,f,80,10,8672,319,48076
Denmark,All,CA,2022-03-01,f,80,10,11463,170,4994
Egypt,All,CA,2022-03-01,f,80,10,15038,226,43793
Afghanistan,Urban,CA,2022-03-01,f,80,10,14009,480,36258
Brazil,Urban,CA,2022-03-01,f,80,10,9226,90,7499
Canada,Urban,CA,2022-03-01,f,80,10,16642,496,740
Denmark,Urban,CA,2022-03-01,f,80,10,9757,366,41116
Egypt,Urban,CA,2022-03-01,f,80,10,10761,416,32787
Afghanistan,Rural,CA,2022-03-01,f,80,10,3310,406,3816
Brazil,Rural,CA,2022-03-01,f,80,10,10230,300,45272
Canada,Rural,CA,2022-03-01,f,80,10,5424,373,21204
Denmark,Rural,CA,2022-03-01,f,80,10,17309,395,16180
Egypt,Rural,CA,2022-03-01,f,80,10,396,318,48944
Afghanistan,All,DK,2022-03-01,f,80,10,17972,250,13518
Brazil,All,DK,2022-03-01,f,80,10,2268,314,7499
Canada,All,DK,2022-03-01,f,80,10,13144,19,32929
Denmark,All,DK,2022-03-01,f,80,10,17801,486,44754
Egypt,All,DK,2022-03-01,f,80,10,10499,373,29951
Afghanistan,Urban,DK,2022-03-01,f,80,10,4686,389,47071
Brazil,Urban,DK,2022-03-01,f,80,10,12416,415,18439
Canada,Urban,DK,2022-03-01,f,80,10,11411,150,38449
Denmark,Urban,DK,2022-03-01,f,80,10,11355,182,6875
